"totsp","livesp","kitsp","dist","metrdist","floor","price"
"55","36","6","14.5","7","0","75"
"108","65","12","13.5","10","1","185"
"76","51","9","13.5","5","1","120"
"79","51","10","13.5","10","1","100"
"78","49","14","9","4","1","158"
"74","43","10","9","5","1","155"
"68","46","8","9","5","1","139"
"78","45","10","12","2","1","140"
"76","54","9","13","5","0","115"
"64","43","9","12","7","1","94"
"72","45","10","3","3","1","180"
"125","70","18","7","10","1","340"
"78","44","9","13.5","20","1","100"
"60","44","6","13","15","0","77"
"74","43","10","17","12","1","102"
"68","32","13","3","10","1","135"
"58","41","6","9","3","1","108"
"83","44","10","13","10","0","134"
"76","45","10","13","5","1","103"
"82","48","9","10.5","10","0","135"
"57","42","6","7.5","15","1","85"
"52","34","6","13","15","1","78"
"78","44","10","12","10","0","113"
"68","44","10","5","7","1","140"
"78","53","8","8","10","0","125"
"55","40","5","7","2","1","86"
"80","38","11","12.7","10","1","130"
"77","44","10","17","3","0","117"
"75","46","10","11","10","1","135"
"80","45","13","12","10","1","120"
"76","45","10","7","10","1","116"
"74","42","10","13.5","10","1","131"
"92","60","14","9","10","0","230"
"53","39","6","12","10","1","76"
"78","46","10","12.7","10","1","108"
"74","53","8","11","5","1","140"
"60","41","6","12","10","1","110"
"60","43","6","12","5","1","90"
"78","48","9","12.5","15","1","136"
"84","56","9","3.5","4","1","126"
"65","44","8","9","5","1","120"
"63","40","8","11","12","1","93"
"110","56","15","12.5","3","1","260"
"95","62","10","12.7","5","1","152"
"80","45","13","12","5","1","185"
"75","46","10","7","10","1","145"
"61","45","6","13.5","5","0","77"
"68","47","8","13.5","7","1","106"
"76","46","10","12","15","0","102"
"78","54","9","6.5","5","1","128"
"51","36","6","17","5","1","75"
"60","44","6","10.5","3","1","89"
"81","53","8","11.5","4","1","135"
"55","37","6","7.5","7","1","90"
"76","44","9","5","7","1","135"
"73","51","8","12.5","15","1","108"
"79","45","13","14.5","7","1","114"
"64","39","8","12.5","10","0","95"
"109","58","18","12.7","2","1","230"
"72","53","8","3","10","0","128"
"104","60","16","12","10","1","168"
"57","37","5","12","7","1","85"
"80","50","8","9","15","1","170"
"56","35","6","12","7","1","87"
"87","62","10","4.5","5","1","190"
"72","42","11","6.5","5","1","154"
"69","42","9","14.5","15","1","129"
"61","44","7","12","5","1","80"
"60","45","6","13.5","10","1","89"
"77","45","10","10","7","1","112"
"93","57","12","12.7","5","1","160"
"83","44","10","12.7","10","1","118"
"75","47","10","13","10","1","115"
"84","57","9","10.5","7","0","165"
"57","40","5","13.5","10","1","90"
"82","54","8","9","7","1","160"
"55","35","6","9","7","1","97"
"74","41","9","6.5","5","1","165"
"90","53","13","10","7","1","162"
"119","70","17","9","5","1","212"
"72","46","10","9","5","1","190"
"80","52","14","12","7","1","120"
"61","38","9","12","5","1","94"
"73","43","11","9","10","1","145"
"53","34","6","7.5","3","0","73"
"60","40","7","13.5","9","1","90"
"54","35","5","12.5","10","1","79"
"61","40","6","13.5","10","1","82"
"83","53","12","12","15","1","140"
"77","45","10","14.5","10","1","105"
"56","43","5","6.5","7","1","97"
"145","66","16","12.7","3","0","280"
"59","41","6","11","10","1","92"
"58","38","7","13.5","5","1","80"
"65","45","7","13.5","7","1","110"
"98","52","12","10","7","1","160"
"77","45","10","13.5","5","1","120"
"100","54","12","6.5","3","1","165"
"111","65","16","14.5","6","1","147"
"60","45","6","15.5","5","1","96"
"65","45","7","14.5","10","1","75"
"90","54","8","12","15","1","125"
"80","47","10","12","15","1","125"
"64","45","9","15.5","12","0","87"
"76","45","11","12","5","1","115"
"100","66","21","9","15","1","200"
"84","53","12","12.7","15","1","115"
"64","46","6","7","3","1","120"
"64","44","9","15.5","5","1","107"
"60","39","6","3.5","3","1","112"
"60","44","6","15.5","5","1","94"
"64","45","7","13.5","5","1","115"
"66","45","10","11.5","10","1","110"
"75","53","9","11.5","10","0","107"
"60","43","6","12","6","1","77"
"65","45","7","12.5","15","1","96"
"78","46","10","13.5","10","1","118"
"66","44","10","14.5","7","1","95"
"77","45","10","17","7","1","123"
"70","40","6","12","2","0","110"
"90","61","10","10.5","3","1","162"
"58","45","6","10","3","1","85"
"70","50","9","6","10","0","113"
"80","45","13","12","5","1","125"
"52","35","6","12","10","1","78"
"75","45","10","13.5","5","0","109"
"110","52","17","11.5","5","1","230"
"59","42","6","10.5","7","0","85"
"76","45","10","13.5","10","1","125"
"73","41","10","12","5","1","130"
"58","38","6","7","10","1","80"
"102","73","10","9","7","1","200"
"51","34","6","12","7","0","73"
"61","44","6","12.5","3","1","94"
"84","52","8","12","7","1","134"
"76","44","10","12.5","5","1","140"
"66","44","9","12","5","1","108"
"65","45","7","17","10","0","94"
"56","40","5","3.5","10","0","130"
"66","44","9","11.5","7","0","92"
"85","47","11","12.7","5","1","155"
"81","48","8","13","15","1","108"
"66","43","7","17","2","1","108"
"76","50","8","10.5","15","1","135"
"77","50","8","10.5","10","1","135"
"57","43","5","11.5","10","1","100"
"75","48","7","7.5","3","1","170"
"61","43","6","12","15","1","87"
"62","38","8","17","3","1","94"
"61","42","5","3.5","10","0","115"
"63","38","7","7.5","3","1","223"
"80","51","8","3","10","1","160"
"66","44","9","4.5","2","1","138"
"77","40","11","13","10","1","125"
"68","47","8","12.5","5","0","120"
"60","43","10","13","7","0","85"
"91","52","9","6.5","10","1","113"
"69","46","6","12","5","1","115"
"75","43","11","14.5","10","1","95"
"83","48","9","12","3","1","125"
"66","46","8","15.5","5","1","109"
"113","64","13","14.5","5","1","167"
"77","54","9","9","5","1","190"
"88","61","9","10.5","15","1","158"
"102","70","9","10.5","12","1","151"
"77","48","8","12","7","0","160"
"56","37","6","7","7","1","87"
"58","45","5","10","3","1","87"
"76","45","10","14.5","10","1","95"
"102","58","12","13","5","1","170"
"75","53","10","10.5","15","0","110"
"83","53","8","10.5","5","1","180"
"80","54","9","3","5","1","178"
"60","44","6","12.5","15","0","92"
"95","57","8","10.5","15","1","149"
"61","43","6","14.5","5","1","95"
"67","46","7","9","5","1","130"
"63","38","8","12","10","1","92"
"60","45","6","12","10","1","96"
"59","38","6","13.5","7","0","93"
"64","40","8","10.5","10","0","103"
"79","47","10","17","10","1","112"
"63","38","8","17","12","0","94"
"70","48","7","9","2","1","156"
"54","35","6","9","10","0","82"
"78","53","8","7.5","15","1","185"
"60","44","6","14.5","15","1","98"
"80","48","8","12","10","1","113"
"83","55","9","3","15","1","175"
"65","44","7","10.5","5","1","99"
"63","45","6","10","10","0","87"
"51","34","6","13.5","10","1","73"
"148","85","14","14.5","7","1","220"
"76","43","10","8","10","1","185"
"85","57","10","9","7","0","150"
"75","42","8","12","15","1","115"
"72","52","7","3","5","1","155"
"83","48","9","12","3","1","125"
"85","53","12","12.7","10","0","113"
"66","46","11","12","7","0","105"
"72","44","10","6","5","0","130"
"100","50","15","12.7","5","1","250"
"76","45","10","12","10","1","97"
"69","47","7","4.5","5","1","165"
"108","60","13","14.5","10","1","161"
"77","46","9","15.5","3","1","110"
"90","52","9","12","15","0","145"
"146","86","16","14.5","5","1","470"
"75","45","10","13","10","1","113"
"107","58","14","13","1","1","260"
"71","46","8","4.5","5","0","200"
"75","45","10","13","5","1","100"
"82","52","15","5","1","1","170"
"115","66","15","13.5","10","1","163"
"74","45","10","10","15","0","136"
"59","38","6","12","15","1","89"
"76","45","10","15.5","10","1","125"
"110","71","18","4.5","7","1","260"
"66","43","8","10","5","1","123"
"80","48","12","12.7","5","1","115"
"66","44","9","9","15","0","129"
"72","48","9","10.5","10","0","104"
"79","52","10","15.5","10","1","89"
"71","43","8","9","5","0","145"
"75","45","10","12","10","1","100"
"72","45","10","14.5","2","1","135"
"59","44","5","14.5","10","1","93"
"58","38","6","12","15","0","87"
"66","44","14","4.5","2","1","138"
"66","42","6","3.5","3","0","108"
"61","45","6","13.5","15","1","85"
"79","45","13","14.5","5","1","109"
"81","53","9","8","7","0","180"
"56","37","6","12","10","0","80"
"75","48","10","7","3","1","185"
"71","43","10","14.5","20","1","110"
"59","44","6","13.5","10","1","87"
"64","43","9","3.5","10","0","108"
"74","44","11","12.7","10","1","112"
"70","44","10","15.5","7","1","103"
"83","44","10","7","2","1","128"
"67","46","8","13.5","7","1","107"
"75","45","10","14.5","10","1","120"
"55","38","7","11","10","0","83"
"60","39","9","15.5","10","1","100"
"79","46","10","17","5","1","127"
"59","39","6","8","15","1","80"
"71","45","15","9","1","1","210"
"51","35","6","13.5","10","0","74"
"77","50","8","8","5","1","155"
"69","45","9","4.5","5","1","138"
"60","42","7","9","10","0","130"
"66","45","8","9","7","1","144"
"58","41","6","11","5","1","102"
"58","42","6","9","10","0","89"
"85","45","10","12","15","1","116"
"78","54","9","11","10","1","105"
"64","39","8","14.5","5","0","89"
"85","52","10","14.5","10","0","128"
"84","48","10","13.5","10","0","150"
"68","45","8","10.5","5","1","120"
"68","41","8","17","5","0","105"
"74","46","10","5","10","1","165"
"76","45","10","14.5","10","1","110"
"51","34","6","14.5","7","1","75"
"60","45","6","15.5","5","1","92"
"99","55","11","10.5","15","0","129"
"55","40","6","9","7","1","105"
"50","34","6","11.5","10","1","80"
"78","46","10","12.5","12","0","132"
"75","42","8","13.5","10","1","105"
"68","44","10","10.5","10","1","92"
"65","44","8","11.5","7","1","101"
"54","36","6","10","10","1","81"
"68","47","8","9","5","1","140"
"82","61","6","3.5","7","1","140"
"74","52","9","7.5","7","1","118"
"82","50","10","10.5","7","0","127"
"74","52","7","11","5","0","112"
"80","52","9","7.5","7","0","160"
"78","46","11","13.5","10","1","130"
"77","44","10","14.5","7","1","125"
"70","40","8","17","7","1","82"
"78","51","8","9","7","1","158"
"75","40","11","13","5","1","140"
"105","74","10","5","1","1","270"
"67","45","8","13.5","5","1","110"
"64","43","7","9","5","1","120"
"134","102","10","9","10","1","730"
"77","45","8","12","15","0","100"
"59","38","6","12","10","0","77"
"79","44","10","13.5","10","1","130"
"71","44","9","8","5","1","150"
"104","55","11","9","5","1","176"
"60","43","6","12","5","1","87"
"57","43","6","10.5","10","1","79"
"79","54","8","9","10","1","156"
"79","47","10","3","3","1","185"
"65","44","7","15.5","5","1","102"
"88","60","7","3","5","1","200"
"66","43","9","15.5","10","0","90"
"100","62","17","4.5","15","1","310"
"60","40","8","7.5","5","1","155"
"70","45","9","10.5","15","1","130"
"75","46","11","13.5","15","1","122"
"79","53","8","7","5","1","210"
"52","34","6","14.5","10","0","83"
"63","44","6","17","5","1","90"
"63","39","8","17","1","1","95"
"56","39","6","12","5","0","78"
"74","45","10","12.7","15","1","115"
"67","41","9","13.5","10","0","110"
"58","38","6","11.5","7","1","86"
"57","41","6","12.5","10","1","107"
"60","45","6","13.5","5","1","80"
"58","42","6","12","5","0","93"
"64","43","7","12","15","1","98"
"80","46","13","5","4","1","230"
"72","43","12","12.7","7","0","95"
"106","64","13","12","15","1","170"
"79","50","9","4.5","2","0","170"
"68","46","7","9","10","1","140"
"100","60","12","7","7","1","200"
"60","41","6","11.5","5","1","82"
"76","46","11","13","5","1","130"
"60","43","6","13.5","10","1","87"
"60","44","6","12.5","10","1","99"
"72","42","10","14.5","20","0","100"
"59","39","6","15.5","10","1","93"
"56","37","6","10","15","1","83"
"79","47","10","7","10","1","138"
"85","50","9","12","10","1","133"
"79","45","13","15.5","7","1","135"
"76","50","8","9","7","1","150"
"80","46","10","10","5","0","170"
"57","40","5","7.5","7","0","110"
"64","40","7","7","10","0","105"
"71","44","8","15.5","7","1","110"
"65","46","8","13.5","7","0","95"
"57","38","8","12","5","1","115"
"78","46","10","9","10","1","150"
"73","41","11","3.5","1","1","190"
"55","39","6","10","10","0","75"
"78","45","10","12","7","1","125"
"74","44","11","12.7","10","1","114"
"68","46","8","12","5","1","97"
"72","44","10","12.7","10","0","95"
"79","45","10","12","5","1","130"
"64","45","7","14.5","3","1","94"
"80","54","9","9","10","1","160"
"91","58","8","11","2","1","180"
"65","39","8","14.5","10","1","100"
"65","40","7","17","10","0","105"
"75","45","10","12.7","10","1","110"
"69","36","9","12.5","5","0","108"
"57","40","6","12.5","2","1","92"
"61","44","6","12.5","5","1","92"
"86","51","11","10.5","10","0","181"
"57","38","6","9","5","1","128"
"77","51","12","4.5","7","1","120"
"100","75","12","6.5","5","1","299"
"76","40","11","12.7","5","1","105"
"77","45","10","13","5","1","95"
"58","42","6","13.5","7","1","92"
"65","38","7","11","10","1","120"
"56","42","6","12","10","1","85"
"58","39","7","7.5","5","1","99"
"61","38","8","17","5","0","105"
"77","47","12","11","7","1","128"
"75","45","10","12.7","15","1","114"
"72","49","8","8","5","1","135"
"73","48","9","7.5","5","1","163"
"80","51","13","7.5","5","1","160"
"67","46","6","12","15","1","85"
"60","38","6","17","7","0","85"
"81","43","10","17","3","0","145"
"68","45","6","12.5","10","1","110"
"153","84","18","9","5","1","460"
"58","42","6","12","10","1","98"
"83","53","10","12","15","0","100"
"85","44","10","12","10","1","117"
"58","43","5","7","7","1","80"
"76","45","10","12","10","0","108"
"60","45","6","10.5","5","1","91"
"74","43","10","12.5","10","1","145"
"56","41","6","3.5","5","0","108"
"51","33","6","7","7","1","78"
"60","42","6","12.5","10","0","82"
"80","47","9","12.5","3","1","143"
"104","54","10","10.5","8","1","227"
"64","43","6","11.5","2","1","120"
"53","36","5","7.5","10","0","105"
"72","43","10","13","10","0","105"
"55","37","6","12","5","1","83"
"65","45","7","15.5","7","1","95"
"61","45","6","13.5","10","1","85"
"80","53","8","11.5","10","0","117"
"80","51","9","6","10","1","124"
"61","40","8","12","3","1","105"
"77","46","10","12","10","1","107"
"79","51","9","7","5","1","164"
"63","42","9","7","5","1","113"
"78","52","8","9","1","1","180"
"51","34","6","13.5","10","1","79"
"76","50","8","13","10","1","110"
"66","47","9","7","3","1","150"
"125","66","19","10.5","10","1","142"
"58","44","6","10.5","10","1","99"
"81","49","8","12","5","1","127"
"52","35","6","14.5","12","1","80"
"60","42","6","11.5","10","0","72"
"80","45","13","14.5","5","1","119"
"80","46","13","12","7","0","131"
"80","48","10","12.7","12","1","119"
"66","45","8","7","7","0","119"
"93","66","9","6","5","0","125"
"56","37","6","7","7","1","87"
"70","39","8","12.5","12","1","117"
"75","46","9","10.5","10","1","140"
"80","50","8","10.5","5","1","120"
"52","37","6","12","7","0","79"
"67","46","8","8","5","0","140"
"60","42","6","11","10","1","88"
"75","45","10","13.5","10","1","120"
"57","40","6","14.5","10","1","85"
"73","52","9","10.5","15","1","115"
"85","45","10","13.5","10","1","169"
"106","63","12","13.5","10","1","150"
"74","45","10","14.5","15","1","107"
"70","50","9","7.5","7","1","150"
"77","48","10","17","5","1","130"
"107","72","17","10.5","1","1","309"
"80","47","9","12","7","1","135"
"75","44","10","17","5","0","110"
"99","63","9","9","10","1","209"
"60","44","6","17","10","1","83"
"76","46","10","12","10","1","108"
"63","39","7","14.5","10","0","98"
"76","47","11","11","7","1","125"
"90","56","11","9","15","0","180"
"54","34","6","3","10","1","113"
"132","74","23","12.5","3","0","252"
"75","45","10","9","15","1","155"
"112","60","17","7","10","1","212"
"64","45","7","14.5","10","1","95"
"75","44","9","7","5","1","118"
"79","44","13","10.5","10","1","126"
"54","34","6","7","7","0","71"
"80","40","25","10.5","10","1","153"
"51","34","6","13","5","1","78"
"74","48","10","12.5","15","1","123"
"66","43","11","13.5","10","1","108"
"78","44","10","3.5","2","1","145"
"55","37","6","10.5","7","1","78"
"64","35","6","9","1","1","130"
"63","39","8","14.5","5","0","92"
"80","45","13","12","15","1","128"
"98","50","12","10","10","1","160"
"66","40","8","12.5","5","0","115"
"56","41","5","6","10","1","81"
"78","50","9","9","5","1","150"
"87","57","7","13.5","7","0","130"
"77","44","10","9","7","1","113"
"52","34","6","12","10","0","70"
"73","45","10","15.5","10","1","110"
"77","40","10","12","15","1","105"
"75","45","10","12","10","1","130"
"58","39","7","7","5","1","85"
"64","45","7","13.5","7","1","115"
"66","43","7","17","5","1","108"
"78","46","18","5","10","1","165"
"60","43","7","12","5","1","85"
"80","46","10","12","15","1","110"
"68","46","8","13.5","10","1","110"
"58","42","5","12.5","15","1","97"
"65","46","7","14.5","5","1","90"
"60","44","6","17","7","1","88"
"75","43","10","13.5","15","1","110"
"90","61","6","14.5","10","1","285"
"75","48","11","3","15","1","120"
"74","44","10","13.5","15","1","110"
"74","42","10","7.5","5","1","135"
"74","43","10","13.5","12","1","128"
"90","51","12","12","10","1","142"
"65","45","6","13.5","7","1","115"
"72","49","7","7.5","5","1","210"
"60","40","7","9","7","1","110"
"120","59","15","7","10","1","371"
"65","39","7","12","15","0","135"
"74","45","11","11","5","1","143"
"67","45","8","7.5","5","0","105"
"75","45","10","12.5","5","1","165"
"109","64","13","14.5","10","1","159"
"68","48","7","3","15","1","125"
"67","45","8","14.5","5","1","108"
"61","44","6","12.5","10","1","94"
"54","35","6","12","8","0","80"
"56","38","6","10","7","1","75"
"79","45","13","14.5","7","1","109"
"65","46","6","17","7","1","99"
"77","47","9","14.5","10","0","97"
"66","44","9.5","4.5","3","1","138"
"61","38","8","11.5","7","1","95"
"73","43","11","13","5","1","127"
"81","48","8","15.5","7","1","135"
"58","44","6","17","5","1","86"
"71","49","9","9","10","1","162"
"77","45","7","9","5","0","115"
"74","45","10","13","15","1","115"
"63","39","8","12.5","10","1","105"
"76","45","10","12","10","1","120"
"65","44","9","14.5","7","1","98"
"75","48","9","3","12","0","133"
"65","44","9","13.5","1","0","112"
"63","37","8","13","5","1","88"
"55","36","6","12.5","10","1","90"
"70","40","8","3","5","1","175"
"68","41","10","10.5","5","1","130"
"76","43","10","13.5","10","1","144"
"78","50","7","8","10","1","200"
"80","46","13","14.5","5","1","126"
"58","41","7","14.5","10","1","85"
"58","37","6","13.5","15","1","85"
"53","36","5","7.5","10","0","105"
"75","54","8","12","5","0","140"
"80","46","10","3.5","2","0","145"
"80","48","10","12.7","7","1","129"
"80","53","9","8","3","1","170"
"80","45","10","13.5","10","1","115"
"59","42","6","12","10","1","81"
"75","45","10","13","10","1","105"
"64","45","6","12.5","12","1","94"
"77","52","7","3","15","1","170"
"74","53","8","11","10","1","127"
"76","44","11","13.5","10","1","140"
"75","45","10","7","15","1","145"
"75","50","8","11.5","5","1","98"
"69","47","8","17","3","1","113"
"83","50","9","6.5","10","1","130"
"78","47","10","12","10","1","113"
"78","48","11","6.5","1","1","162"
"64","41","7","12","5","1","100"
"86","56","9","6","2","1","160"
"80","51","13","13.5","5","1","135"
"62","43","7","12","7","1","95"
"56","34","7","7.5","10","0","86"
"68","49","11","7.5","7","0","118"
"65","39","8","12.5","7","1","93"
"78","44","10","14.5","15","1","150"
"82","47","10","14.5","15","1","145"
"55","40","6","12.5","7","0","85"
"86","51","10","10.5","7","1","139"
"93","51","12","10","7","0","114"
"66","39","8","17","10","1","101"
"64","43","7","17","5","1","98"
"66","43","9","5","10","1","153"
"77","40","10","12.7","5","1","119"
"82","37","12","6","10","1","130"
"58","41","6","12.5","5","0","79"
"92","50","11","6.5","10","1","127"
"77","44","10","7","10","1","142"
"65","43","7","9","5","1","127"
"85","53","12","12","3","0","190"
"79","54","9","7","3","1","160"
"58","43","6","17","5","1","86"
"62","45","6","13.5","10","1","99"
"54","35","5","10.5","3","0","73"
"77","45","11","10.5","10","1","138"
"77","45","7","9","15","0","115"
"67","43","9","15.5","7","1","103"
"75","44","10","12.7","10","1","107"
"78","48","14","12","10","1","110"
"67","45","11","13.5","5","1","109"
"77","48","8","12","15","1","120"
"64","45","6","17","15","1","94"
"78","45","11","13","10","1","117"
"77","51","8","6","3","1","125"
"63","38","8","12","10","1","92"
"57","43","5","12.5","15","1","93"
"78","54","11","12","15","0","103"
"92","69","8","4.5","10","1","150"
"63","39","8","12","10","1","95"
"76","45","10","6","7","1","135"
"78","43","12","14.5","15","1","120"
"79","56","8","7.5","10","1","125"
"51","34","6","7","7","1","77"
"64","45","6","12.5","15","1","89"
"80","48","8","12","10","1","108"
"60","43","6","13.5","10","1","96"
"74","53","8","11","15","0","110"
"79","47","8","10.5","15","1","129"
"69","48","6","12","10","1","85"
"60","45","6","10.5","15","1","96"
"79","48","10","12.7","12","1","122"
"90","60","10","12","10","1","200"
"80","45","13","13","5","1","104"
"96","56","9","11","15","0","145"
"74","53","8","10.5","10","1","120"
"78","46","10","14.5","5","1","196"
"75","43","11","12.7","15","1","135"
"74","43","10","15.5","10","1","141"
"60","45","6","12","5","1","96"
"75","45","10","13.5","5","0","100"
"55","36","6","10","7","0","82"
"110","59","13","14.5","10","1","198"
"78","47","10","12","3","0","108"
"50","34","6","15.5","5","1","83"
"78","46","10","17","5","1","131"
"84","53","19","15.5","15","1","145"
"56","32","5","7.5","7","0","107"
"60","44","6","12","10","0","88"
"77","45","10","12.7","15","0","104"
"93","59","6","12.5","15","1","160"
"60","38","6","13.5","7","1","89"
"96","50","18","7","5","1","171"
"60","45","6","13.5","7","1","84"
"79","47","10","7","10","1","138"
"58","41","6","14.5","10","1","70"
"78","54","8","9","10","1","165"
"65","44","9","9","5","1","130"
"74","52","9","10.5","7","1","139"
"81","55","8","9","7","0","140"
"60","44","6","14.5","7","1","91"
"60","38","9","12","10","0","83"
"57","39","6","11.5","7","0","85"
"112","78","16","7","10","1","175"
"68","42","8","13.5","7","0","80"
"58","40","5","14.5","10","1","85"
"72","43","9","10.5","15","0","135"
"101","60","15","7","7","1","197"
"57","42","6","6.5","7","1","99"
"65","45","9","9","10","1","165"
"58","44","5","10.5","5","1","87"
"54","34","6","3.5","7","1","105"
"75","47","8","6.5","15","0","115"
"77","46","10","8","10","1","140"
"67","43","11","12","15","1","104"
"85","52","9","5","8","1","143"
"77","44","10","7","10","1","142"
"78","53","9","3.5","10","1","130"
"75","47","10","9","10","0","160"
"80","54","12","12.7","5","1","115"
"76","51","8","3","5","0","145"
"135","70","20","9","2","1","317"
"74","41","12","7","3","1","84"
"96","52","10","13.5","5","1","124"
"56","42","7","14.5","3","1","130"
"65","38","8","7.5","10","1","135"
"55","35","6","12","10","1","85"
"64","45","7","13.5","15","1","103"
"60","40","7","12","5","1","85"
"72","50","9","7.5","5","1","160"
"90","62","12","10.5","5","1","350"
"55","38","6","7","10","0","101"
"82","45","10","12","10","1","143"
"51","34","6","13.5","15","1","80"
"75","45","10","12.7","10","1","123"
"67","42","9","7.5","3","1","215"
"80","45","13","13.5","5","1","140"
"59","45","6","12","5","0","90"
"64","43","7","6","7","1","72"
"78","53","13","3.5","10","1","130"
"75","46","10","14.5","7","1","125"
"74","48","11","13","15","1","115"
"49","34","6","10","10","1","71"
"60","43","6","12","5","1","85"
"80","53","8","9","3","1","150"
"71","47","7","7.5","10","1","180"
"109","51","16","13.5","10","1","130"
"83","58","10","3","10","1","180"
"64","45","7","13.5","10","1","97"
"75","45","9","13","15","1","107"
"79","47","11","12","10","1","115"
"70","48","7","9","2","1","156"
"73","52","8","7.5","5","0","113"
"77","44","7","12","10","1","115"
"76","53","8","6","10","1","96"
"81","54","8","9","3","0","240"
"73","49","9","10.5","15","1","155"
"77","45","10","12","7","1","130"
"51","34","6","13.5","10","1","89"
